listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzHiPass,BackNzLevel,BackNzLoPass,BackNzPulsed,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,inQuiet,InterauralTonePhase,ISI,LevittsK,ListenerName,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,TranspositionFreq,TranspositionLoPassCutoff,TranspositionSmoothingFilterOrder,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,blo,alo,BackNzdB_re_Msk,initialDelay,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
SR,125HzS-Spi-070rms-FixNz-1P,27-Mar-2018,16:14:35,16:15:45, 2.0,Corrective,19,Normal,-3.00, 2.58,4,-2.89, 2.03,9,50,0.01,1300,0,70,0,Bears,Corrective,4,noise,3,3,-22,0,3.14159,400,2,SR,0,22,30,3,2,100,340,1,2,1,results,1,300,20,0.07,44100,5,18,none,3I-3AFC,300,125,4000,1500,4,VolumeSettings4kHz.txt,30,0,75-175,0.0148967-0.0297935-0.0148967,1--1.62628-0.685866,-27.8711,320, , ,0-wavsOut,0.0145264
