listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,CorrectImage,IncorrectImage,responseGUI
SR,500HzS-S00-070rms-FixNz-3P,16-Mar-2018,10:57:32,10:59:33, 1.0,Corrective,30,RanOut,-8.80, 1.10,5,-12.74, 5.30,19,0,Bears,Corrective,6,noise,3,3,-22,0,400,2,SR,22,30,3,2,900,600,3,3,0,results,0,20,0.07,44100,8,20,none,3I-3AFC,100,500,VolumeSettings.txt,100,-10,50-950, , ,0.000610352
