listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzHiPass,BackNzLevel,BackNzLoPass,BackNzPulsed,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,inQuiet,InterauralTonePhase,ISI,LevittsK,ListenerName,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,TranspositionFreq,TranspositionLoPassCutoff,TranspositionSmoothingFilterOrder,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,blo,alo,BackNzdB_re_Msk,initialDelay,CorrectImage,IncorrectImage,wavOutputDir
SR,125HzS-Spi-070rms-FixNz-3P,27-Mar-2018,16:08:50,16:08:52, 2.0,Corrective,15,Normal,-11.00, 1.15,4,-10.67, 1.03,6,50,0.01,1300,0,70,1,Bears,Corrective,4,noise,3,3,-22,0,3.14159,300,2,SR,3630,22,30,3,2,100,810,3,1,1,results,1,100,50,0.07,44100,5,12,none,3I-3AFC,250,125,4000,1500,4,VolumeSettings4kHz.txt,30,-10,75-175,0.0148967-0.0297935-0.0148967,1--1.62628-0.685866,-27.8711,400, , ,0-wavsOut
