listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,OutputDir,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,CorrectImage,IncorrectImage,responseGUI
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,18:01:47, 1.0,Corrective,28,Normal,-0.67, 1.63,6,-0.15, 1.28,13,0,Bears,Corrective,6,noise,3,3,-22,0,400,2,SR,22,30,3,2,100,600,3,2,results,20,0.07,44100,8,20,none,3I-3AFC,100,500,VolumeSettings.txt,100,0,450-550, , ,0.0057373
