listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,CorrectImage,IncorrectImage,responseGUI
SR,500HzS-Spi-070rms-FixNz-1P,16-Mar-2018,11:03:41,11:05:25, 1.0,Corrective,29,RanOut,-26.40, 1.67,5,-27.60, 2.53,15,0,Bears,Corrective,6,noise,3,3,-22,3.14159,400,2,SR,22,30,3,2,900,460,1,3,0,results,0,20,0.07,44100,8,20,none,3I-3AFC,380,500,VolumeSettings.txt,100,-26,50-950, , ,0.00134277
