listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzHiPass,BackNzLevel,BackNzLoPass,BackNzPulsed,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,TranspositionFreq,TranspositionLoPassCutoff,TranspositionSmoothingFilterOrder,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,blo,alo,initialDelay,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
SR,500HzS-Spi-070rms-FixNz-3P,27-Mar-2018,12:05:44,12:08:43, 2.0,Corrective,30,RanOut,-25.20, 2.28,5,-25.57, 2.10,14,50,0,1300,0,70,0,Bears,Corrective,6,noise,3,3,-22,3.14159,300,2,SR,3180,22,30,3,2,900,660,3,1,1,results,1,100,50,0.07,44100,8,10,none,3I-3AFC,200,500,0,1500,4,VolumeSettings4kHz.txt,30,-24,50-950,0,0,400, , ,0-wavsOut,0.00939941
