listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,CorrectImage,IncorrectImage,responseGUI
SR,500HzS-S00-070rms-FixNz-1P,16-Mar-2018,10:53:06,10:54:41, 1.0,Corrective,26,Normal,-12.00, 1.79,6,-12.00, 1.57,14,0,Bears,Corrective,6,noise,3,3,-22,0,400,2,SR,22,30,3,2,900,460,1,2,0,results,0,20,0.07,44100,8,20,none,3I-3AFC,380,500,VolumeSettings.txt,100,-12,50-950, , ,0.000244141
