listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,fixed,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,InterauralTonePhase,ISI,LevittsK,ListenerName,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,NoiseBandWidth,NoiseDuration,NumSignalPulses,Order,outputAllWavs,OutputDir,PlotTrackFile,RiseFall,rms2use,SampFreq,START_change_dB,starting_SNR,StartMessage,TaskFormat,ToneDuration,ToneFreq,TranspositionFreq,TranspositionLoPassCutoff,TranspositionSmoothingFilterOrder,VolumeSettingsFile,WithinPulseISI,SNR_dB,NoiseBandLimits,blo,alo,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
SR,125HzS-S00-070rms-FixNz-1P,16-Mar-2018,16:14:41,16:16:37, 1.0,Corrective,30,RanOut, 0.00, 2.00,5, 0.00, 1.46,16,0,Bears,Corrective,6,noise,3,3,-22,0,400,2,SR,22,30,3,2,100,500,1,2,1,results,0,50,0.07,44100,8,20,none,3I-3AFC,400,125,4000,1500,4,VolumeSettings4kHz.txt,100,-2,75-175,0.0148967-0.0297935-0.0148967,1--1.62628-0.685866, , ,wavsOut-16-14-41,0.00463867
